START_ID,END_ID,round,date
1129,6250,天使轮,2017-07-03
1129,11992,PRE-A轮,2017-08-16
1129,15251,天使轮,2018-04-08
1130,12036,新三板定增,2017-04-12
1131,5412,A轮,2019-02-27
1131,5412,A轮,2019-02-27
1132,15298,新三板定增,2017-07-03
1132,15336,新三板定增,2017-01-12
1133,15256,新三板定增,2018-03-06
1134,5633,C轮,2012-12-24
1135,6113,新三板定增,2019-07-08
1136,6113,新三板定增,2016-02-03
1137,5470,A轮,2009-12-01
1137,5470,A轮,2009-12-01
1138,15294,新三板定增,2017-07-18
1139,6690,PRE-A轮,2016-11-17
1140,5799,B轮,2011-10-27
1140,11280,B轮,2011-09-30
1140,5721,A轮,2011-04-29
1141,9353,定向增发,2018-08-24
1142,15207,上市定增,2017-10-09
1143,11943,IPO轮,2018-02-28
1144,11623,C轮,2010-11-15
1144,11758,A轮,2015-12-24
1144,11762,上市定增,2015-12-15
1144,11762,上市定增,2015-12-15
1144,11762,上市定增,2015-12-15
1144,10924,,2010-07-01
1144,11032,A轮,2011-06-01
1144,15159,A轮,2013-06-01
1144,11113,新三板定增,2017-08-15
1144,15349,A轮,2016-12-06
1145,15094,A轮,2019-04-08
1146,6495,IPO轮,2016-11-14
1147,6004,B轮,2018-11-08
1148,5911,A轮,2015-09-25
1149,6114,B轮,2018-11-09
1150,6296,A轮,2013-08-05
1151,5639,天使轮,2011-01-31
1151,5639,天使轮,2011-01-31
1151,11622,A轮,2010-12-28
1151,11622,A轮,2010-12-28
1151,6288,B轮,2012-06-26
1152,5891,天使轮,2015-10-30
1153,5344,IPO轮,2019-01-16
1154,6305,B轮,2011-03-30
1154,11080,A轮,2012-04-01
1154,6319,A轮,2012-02-27
1154,6319,A轮,2012-02-27
1155,5947,A轮,2016-12-01
1156,5937,新三板定增,2017-10-25
1157,12238,,2019-11-18
1158,5482,上市定增,2015-12-21
1159,6223,天使轮,2001-07-30
1160,5677,A轮,2012-08-20
1160,5677,A轮,2012-08-20
1160,5677,A轮,2012-08-20
1160,5677,A轮,2012-08-20
1160,5701,D轮,2012-03-27
1160,11234,A轮,2011-08-29
1160,5701,B轮,2011-07-18
1160,11260,B轮,2012-07-27
1161,5769,B轮,2013-01-06
1162,11279,新三板定增,2016-03-07
1163,10074,,2018-01-17
1164,11115,A轮,2015-11-05
1165,6223,B轮,2017-02-01
1166,5892,新三板定增,2017-03-22
1167,6702,PRE-A轮,2017-08-08
1168,6308,天使轮,2017-12-01
1169,5585,A轮,2011-12-14
1169,5585,A轮,2011-12-14
1170,15097,A轮,2019-03-21
1171,6213,C轮,2018-11-23
1171,11819,C+轮,2018-09-11
1172,5606,上市定增,2011-09-05
1172,5540,上市定增,2011-05-13
1172,5606,上市定增,2011-09-05
1172,5540,上市定增,2011-05-13
1173,6577,新三板定增,2016-06-24
1174,5572,A轮,2010-01-01
1174,5572,A轮,2010-01-01
1174,11020,A轮,2011-03-01
1174,15108,A轮,2009-12-07
1174,15136,A轮,2011-05-25
1174,11681,D轮,2013-08-07
1175,10997,A轮,2019-10-18
1176,5417,,2019-02-18
1176,5417,,2019-02-18
1177,5565,IPO轮,2016-08-18
1177,11128,新三板定增,2017-08-31
1178,5964,新三板定增,2016-10-19
1179,6898,定向增发,2018-07-17
1180,6596,新三板定增,2016-05-23
1181,6197,天使轮,2017-07-19
1182,11824,上市定增,2017-11-16
1183,6082,天使轮,2017-07-28
1184,12238,,2019-11-18
1185,6029,IPO轮,2017-11-24
1185,6435,IPO轮,2017-02-16
1185,6439,IPO轮,2017-02-10
1185,5493,IPO轮,2016-11-03
1185,6518,IPO轮,2016-09-26
1185,5565,IPO轮,2016-08-18
1185,12425,IPO轮,2017-04-01
1185,5354,IPO轮,2016-09-08
1186,6349,PRE-A轮,2017-08-22
1187,6508,A轮,2011-03-31
1188,5749,A轮,2013-07-01
1189,5692,A轮,2012-05-10
1189,12065,A轮,2012-06-29
1189,12065,A轮,2012-06-29
1189,5552,G轮,2013-01-01
1189,5552,G轮,2013-01-01
1190,6710,A轮,2017-05-03
1191,5397,新三板定增,2019-04-01
1191,5397,新三板定增,2019-04-01
1192,6288,B轮,2012-06-26
1193,5922,B轮,2015-09-15
1194,6282,新三板定增,2018-03-15
1195,6724,,2019-03-01
1195,11212,D轮,2018-12-26
1196,5836,C轮,2016-12-30
1197,6128,,2018-10-01
1197,5322,A轮,2014-12-09
1198,5495,B轮,2009-04-07
1198,5523,A轮,2010-11-01
1198,5523,B轮,2012-07-01
1198,5495,B轮,2009-04-07
1198,5523,A轮,2010-11-01
1198,5523,B轮,2012-07-01
1199,5640,A轮,2011-01-25
1199,5640,A轮,2011-01-25
1199,5843,B+轮,2016-11-16
1200,5326,A轮,2017-12-29
1200,10298,A轮,2017-09-07
1201,11632,IPO轮,2017-12-22
1202,11939,新三板定增,2018-03-12
1203,6222,上市定增,2018-10-12
1204,11640,A轮,2010-04-28
1204,10350,B轮,2014-08-13
1205,5471,A轮,2009-12-01
1205,5609,A轮,2011-08-09
1205,5388,A轮,2012-08-31
1205,5471,A轮,2009-12-01
1205,5609,A轮,2011-08-09
1205,5388,A轮,2012-08-31
1205,11223,B轮,2009-11-23
1205,7117,A轮,2010-06-30
1206,15301,新三板定增,2017-06-21
1207,5902,新三板定增,2017-03-03
1208,11969,,2017-11-30
1209,6093,A轮,2017-07-05
1210,5446,A轮,2008-05-27
1210,5446,A轮,2008-05-27
1210,5446,A轮,2008-05-01
1210,14763,A轮,2008-08-20
1210,11261,A轮,2008-05-06
1211,6373,新三板定增,2017-06-29
1212,6290,IPO轮,2018-02-09
1212,10291,IPO轮,2017-01-21
1212,11606,IPO轮,2016-06-08
1212,7039,IPO轮,2017-05-24
1212,15410,IPO轮,2016-04-15
1213,11668,A轮,2011-09-21
1214,5399,新三板定增,2017-01-13
1215,6768,定向增发,2017-02-06
1216,6208,B轮,2019-01-03
1217,6699,,2017-12-15
1218,6379,新三板定增,2017-06-19
1219,11038,A轮,2014-08-12
1220,15174,B轮,2017-07-20
1221,5617,新三板定增,2016-03-04
1222,15209,天使轮,2017-09-08
1223,12216,新三板定增,2016-02-26
1224,6614,IPO轮,2016-05-04
1225,5906,A轮,2015-10-01
1226,5957,新三板定增,2016-11-02
1226,5650,新三板定增,2017-07-18
1227,6439,IPO轮,2017-02-10
1227,15323,IPO轮,2017-02-25
1228,6460,新三板定增,2017-01-03
1229,5704,,2013-12-30
1230,11762,上市定增,2015-12-15
1231,12162,新三板定增,2016-06-21
1232,15219,新三板定增,2018-03-06
1233,5916,C轮,2018-07-24
1234,5515,B轮,2010-12-15
1234,5515,B轮,2010-12-15
1234,5584,上市定增,2011-12-15
1234,5515,B轮,2010-12-15
1234,5515,B轮,2010-12-15
1234,5584,上市定增,2011-12-15
1234,11610,A轮,2009-11-01
1234,5515,A轮,2010-04-22
1234,11210,A轮,2011-04-14
1235,11132,B轮,2017-09-21
1235,11132,C轮,2017-12-07
1236,6565,C轮,2016-07-23
1237,11769,IPO轮,2018-01-03
1238,5829,上市定增,2014-07-07
1238,5828,天使轮,2011-01-01
1238,11723,上市定增,2013-11-20
1239,6283,新三板定增,2018-03-15
1240,11943,IPO轮,2018-02-28
1241,5825,A轮,2014-08-11
1241,14764,A轮,2015-10-30
1241,14764,A轮,2015-10-30
1241,14764,新三板定增,2016-11-07
1241,14764,新三板定增,2016-11-07
1242,5800,新三板定增,2016-11-14
1243,12036,新三板定增,2017-04-12
1244,5514,新三板定增,2017-07-04
1245,5418,A轮,2019-02-18
1246,5467,A轮,2009-12-17
1246,5467,A轮,2009-12-17
1247,12280,定向增发,2018-03-23
1248,6684,B轮,2019-03-22
1249,6691,天使轮,2016-11-29
1250,6710,天使轮,2016-03-30
1251,6021,新三板定增,2017-12-07
1252,11828,新三板定增,2017-10-27
1253,5531,C轮,2013-07-21
1253,5531,新三板定增,2016-11-10
1253,10985,A轮,2012-09-27
1253,5531,D轮,2015-10-10
1254,6674,B轮,2016-01-26
1254,11808,,2018-09-12
1255,5403,A轮,2017-11-01
1255,5937,新三板定增,2017-10-25
1256,5497,C轮,2009-02-12
1256,5497,C轮,2009-02-12
1256,14737,A轮,2009-06-30
1256,15116,B轮,2009-05-11
1256,7098,A轮,2009-04-23
1256,7410,A轮,2010-11-10
1256,11093,E轮,2010-05-28
1256,5700,A轮,2013-06-04
1256,14841,A轮,2016-09-07
1257,5376,B轮,2019-05-25
1257,5376,B轮,2019-05-25
1258,15109,A轮,2009-11-26
1258,15113,A轮,2009-09-22
1259,5761,A轮,2011-04-01
1259,5437,B轮,2012-03-20
1259,5438,B轮,2011-05-01
1259,5437,A轮,2012-07-31
1259,12046,A轮,2012-04-25
1259,12046,A轮,2012-04-25
1259,5438,A轮,2011-05-01
1260,5575,A轮,2010-04-22
1260,11565,A轮,2011-12-01
1260,5575,B轮,2011-02-25
1260,10828,,2018-10-18
1261,6701,A轮,2018-03-20
1262,5416,E轮,2018-09-11
1263,5451,上市定增,2008-04-09
1263,5499,上市定增,2009-01-17
1263,5451,上市定增,2008-04-09
1263,5499,上市定增,2009-01-17
1264,10298,C轮,2019-06-17
1265,6373,新三板定增,2017-06-29
1266,10858,新三板定增,2019-04-24
1267,5331,B轮,2019-09-17
1267,5331,B轮,2019-09-17
1267,6211,B+轮,2018-12-06
1267,6211,B+轮,2018-12-06
1267,6211,B+轮,2018-12-05
1267,6706,B轮,2019-03-19
1267,6211,B+轮,2019-11-14
1267,6706,B轮,2019-03-19
1268,12165,PRE-A轮,2016-06-08
1269,6711,新三板定增,2017-07-04
1270,15241,A轮,2018-07-29
1271,5364,IPO轮,2016-07-26
1272,5438,A轮,2008-09-01
1272,5438,A轮,2008-09-01
1272,11316,上市定增,2010-02-01
1272,11598,B轮,2011-06-28
1273,11084,A轮,2017-07-21
1274,5385,A轮,2019-04-29
1274,5455,D轮,2008-01-29
1274,5490,A轮,2009-06-01
1274,5548,D轮,2010-05-31
1274,5385,A轮,2019-04-29
1274,5455,D轮,2008-01-29
1274,5490,A轮,2009-06-01
1274,5548,D轮,2010-05-31
1274,5718,A轮,2012-01-01
1274,5752,A轮,2013-06-13
1274,5775,A轮,2014-12-30
1274,5840,上市定增,2015-12-29
1274,5591,新三板定增,2016-12-26
1274,5944,A轮,2016-12-01
1274,5393,新三板定增,2017-08-03
1274,5443,B轮,2009-11-04
1274,5579,A轮,2010-12-01
1274,6619,A轮,2011-03-30
1274,5739,A轮,2012-08-08
1274,5617,B轮,2013-08-01
1274,5562,B轮,2010-03-25
1274,11993,A轮,2011-11-16
1274,5579,B轮,2012-08-01
1274,10847,C轮,2014-12-24
1274,14890,新三板定增,2018-06-25
1275,11943,IPO轮,2018-02-28
1276,6023,IPO轮,2017-12-02
1277,11339,新三板定增,2017-08-01
1278,6003,B轮,2018-06-04
1279,6691,天使轮,2016-11-29
1280,5484,C轮,2009-08-24
1280,5484,C轮,2009-08-24
1281,5928,C轮,2016-12-28
1282,10997,A轮,2019-10-18
1282,10997,A轮,2019-10-18
1282,10997,A轮,2019-10-18
1283,5615,B轮,2011-07-07
1283,5615,B轮,2011-07-07
1283,5342,C轮,2013-01-01
1283,11594,A轮,2019-02-13
1283,5595,A轮,2008-09-01
1283,5595,B轮,2009-05-01
1283,11682,A轮,2011-06-08
1283,5974,A轮,2013-03-28
1283,5380,,2019-03-14
1283,5595,B轮,2009-11-19
1283,6719,A轮,2017-12-28
1284,6055,新三板定增,2017-09-29
1284,6055,新三板定增,2017-09-29
1285,6213,A轮,2008-08-01
1286,5672,C轮,2013-03-04
1286,10906,A轮,2011-11-18
1286,5672,A轮,2011-03-30
1286,10906,D轮,2014-10-30
1286,15137,A轮,2013-12-02
1287,5873,新三板定增,2019-04-10
1288,5436,B轮,2010-04-26
1289,15282,IPO轮,2017-09-20
1290,5350,PRE-A轮,2019-07-29
1291,10291,IPO轮,2017-01-21
1291,5994,IPO轮,2016-08-17
1292,6085,,2017-07-24
1292,11398,天使轮,2012-10-01
1292,11398,C轮,2017-12-26
1292,15183,A轮,2015-10-20
1293,11673,,2011-08-16
1294,6657,新三板定增,2016-03-01
1295,5505,D轮,2010-12-30
1295,5505,D轮,2010-12-30
1296,12412,IPO轮,2016-07-21
1297,6203,,2019-01-14
1297,5886,B+轮,2018-12-01
1297,6708,A轮,2018-01-31
1298,5592,新三板定增,2017-07-10
1299,5584,上市定增,2011-12-15
1299,5584,上市定增,2011-12-15
1300,6113,新三板定增,2016-02-03
1301,5398,B轮,2019-03-29
1301,5398,B轮,2019-03-29
1302,11581,新三板定增,2018-02-06
1303,6107,A+轮,2018-11-28
1304,6017,上市定增,2017-12-07
1305,12157,新三板定增,2016-06-28
1306,6052,B+轮,2017-10-01
1306,11801,,2016-10-31
1307,6133,A轮,2018-09-13
1308,5426,A轮,2019-01-29
1308,5426,A轮,2019-01-29
1308,5426,A轮,2019-01-29
1309,12324,,2011-01-19
1310,11814,新三板定增,2017-12-20
1311,5448,IPO轮,2016-07-09
1312,5927,B轮,2016-12-31
1312,6274,B+轮,2018-04-10
1312,11775,PRE-A轮,2016-06-13
1313,6566,上市定增,2012-08-15
1314,5952,C轮,2018-12-19
1315,5516,上市定增,2019-05-13
1316,10378,C轮,2017-08-17
1316,5779,,2018-12-03
1317,5854,新三板定增,2017-07-12
1318,5330,C轮,2019-09-20
1318,5330,C轮,2019-09-20
1319,5381,C轮,2013-12-19
1319,5974,B轮,2014-09-04
1319,5461,,2016-10-09
1320,11689,,2019-11-14
1321,6585,新三板定增,2016-06-08
1321,5466,新三板定增,2016-03-08
1321,10841,新三板定增,2016-02-23
1321,5726,新三板定增,2016-03-04
1322,6706,A轮,2016-06-24
1323,5637,A轮,2011-02-18
1323,5637,A轮,2011-02-18
1323,5637,B轮,2012-03-09
1323,6018,B轮,2017-12-08
1323,6270,B+轮,2018-04-23
1323,6085,B轮,2018-05-14
1323,15176,A轮,2015-12-01
1323,15251,天使轮,2018-04-08
1323,6071,,2017-08-17
1324,5740,,2017-11-22
1324,11583,,2019-04-01
1324,11583,,2019-04-01
1324,6170,A轮,2017-10-01
1325,6213,A轮,2008-08-01
1326,5956,种子轮,2016-11-11
1326,5959,种子轮,2016-10-31
1326,11571,天使轮,2017-09-08
1327,6137,A轮,2018-08-30
1327,6137,A轮,2018-09-01
1328,11163,新三板定增,2016-03-03
1328,11641,新三板定增,2016-02-01
1328,15435,新三板定增,2016-01-26
1329,7127,B轮,2010-07-21
1329,5853,D轮,2016-11-17
1329,6682,E轮,2019-10-18
1329,6682,D轮,2018-04-09
1329,5960,上市定增,2010-03-01
1329,11011,A轮,2016-05-27
1330,5410,B+轮,2019-03-01
1330,5410,B+轮,2019-03-01
1331,5853,D轮,2016-11-17
1332,6361,A轮,2015-09-08
1333,11279,新三板定增,2016-03-07
1334,6227,B轮,2017-07-11
1335,5640,A轮,2011-01-25
1335,5640,A轮,2011-01-25
1336,11981,新三板定增,2017-09-04
1337,6113,新三板定增,2016-02-03
1338,5642,新三板定增,2016-09-12
1338,11641,新三板定增,2016-02-01
1339,6191,C轮,2019-03-28
1339,11925,B轮,2018-05-07
1340,6018,B轮,2017-12-08
1340,6690,B轮,2018-05-08
1341,6072,A轮,2014-09-28
1342,6085,B轮,2018-05-14
1343,11320,新三板定增,2017-04-26
1344,11796,新三板定增,2016-12-20
1345,11813,B轮,2017-12-20
1346,5734,C轮,2017-07-26
1347,5386,,2019-04-26
1347,5386,,2019-04-26
1348,6157,A轮,2018-06-30
1349,5349,天使轮,2010-12-22
1349,5349,天使轮,2010-12-22
1350,14944,A轮,2015-10-29
1350,11212,D轮,2018-12-26
1351,11893,天使轮,2016-12-26
1352,6094,A轮,2018-06-11
1352,5952,C轮,2018-12-19
1353,12207,新三板定增,2016-03-15
1354,5449,上市定增,2017-12-12
1355,11188,A轮,2017-01-10
1356,11124,B轮,2015-11-11
1357,5873,A轮,2015-11-25
1357,5873,新三板定增,2019-04-10
1358,5473,A轮,2009-11-26
1358,5582,A轮,2011-12-21
1358,5473,A轮,2009-11-26
1358,5582,A轮,2011-12-21
1358,15122,A轮,2010-09-01
1358,5812,A轮,2011-12-20
1358,5812,A轮,2011-12-20
1358,5799,C轮,2012-08-24
1359,5686,D轮,2017-09-27
1359,10997,A轮,2019-10-18
1360,6054,新三板定增,2017-09-29
1361,5417,,2019-02-18
1361,5417,,2019-02-18
1361,6179,C轮,2018-12-29
1362,6360,上市定增,2017-07-28
1363,11056,IPO轮,2016-05-09
1364,6422,新三板定增,2017-03-06
1365,6180,C轮,2019-07-10
1366,11594,天使轮,2018-09-30
1367,15118,A轮,2010-12-29
1367,15118,B轮,2011-07-20
1367,11729,A轮,2012-07-17
1368,6011,,2017-09-19
1369,11412,C轮,2018-10-26
1370,6805,定向增发,2016-11-11
1371,11212,新三板定增,2017-06-30
1372,15148,A轮,2012-08-02
1373,12425,IPO轮,2017-04-01
1374,5582,新三板定增,2014-12-22
1374,5346,A轮,2018-11-20
1374,10886,新三板定增,2015-10-27
1375,5574,新三板定增,2018-10-30
1376,11836,新三板定增,2017-10-18
1377,5509,A轮,2010-12-24
1377,5509,B轮,2011-05-10
1377,5624,A轮,2011-04-26
1377,5509,A轮,2010-12-24
1377,5509,B轮,2011-05-10
1377,5624,A轮,2011-04-26
1377,6711,私募增资,2017-06-29
1377,11628,B轮,2011-02-16
1378,6179,天使轮,2010-04-15
1378,6179,种子轮,2010-03-01
1379,5324,A轮,2016-10-01
1380,5721,B轮,2013-07-23
1381,6079,A轮,2018-09-03
1382,12241,A轮,2017-12-01
1382,10833,A轮,2018-09-13
1382,6327,D轮,2018-08-24
1382,6327,D轮,2018-08-24
1383,11810,上市定增,2017-12-28
1384,5928,C轮,2016-12-28
1385,11949,A轮,2011-11-30
1386,5423,C轮,2019-02-06
1386,5423,C轮,2019-02-06
1387,5597,,2019-06-03
1387,5597,F轮,2019-06-03
1388,6577,新三板定增,2016-06-24
1389,5565,A轮,2010-02-08
1389,5565,A轮,2010-02-08
1389,5929,D轮,2016-12-28
1389,6014,B轮,2017-12-08
1389,6151,新三板定增,2018-07-18
1389,5349,A轮,2010-08-13
1389,5349,C轮,2012-07-23
1389,11800,B轮,2016-11-17
1389,5349,B轮,2011-07-01
1389,10833,A轮,2018-09-13
1389,15084,A轮,2018-01-09
1390,15091,新三板定增,2016-01-29
1391,6715,私募增资,2018-05-21
1392,11977,IPO轮,2018-02-01
1393,6071,D轮,2019-03-27
1394,6080,A轮,2019-03-12
1394,15230,PRE-A轮,2019-01-08
1395,5678,新三板定增,2018-03-02
1396,5368,A轮,2018-10-08
1397,15229,,2019-01-10
1398,5883,B轮,2019-02-22
1399,11943,IPO轮,2018-02-28
1400,11756,A轮,2015-12-29
1400,6159,C轮,2015-11-03
1401,5462,,2011-11-01
1401,5462,,2011-11-01
1401,5945,A轮,2016-12-01
1401,11726,E轮,2013-10-29
1401,11740,A轮,2013-01-05
1401,10764,B轮,2016-10-20
1401,5552,F轮,2012-03-07
1401,5332,D轮,2013-05-31
1401,5332,C轮,2013-04-28
1402,5538,IPO轮,2019-03-19
1403,6067,A轮,2017-11-01
1404,5515,C轮,2012-09-20
1405,6021,新三板定增,2017-12-07
1406,11671,IPO轮,2018-03-02
1407,5827,A轮,2014-08-01
1408,6435,IPO轮,2017-02-16
1409,11570,,2017-12-28
1410,11320,新三板定增,2017-04-26
1411,6354,新三板定增,2017-08-14
1412,6109,B轮,2012-09-27
1413,6660,IPO轮,2016-02-25
1414,12087,,2016-12-01
1415,11573,IPO轮,2018-04-12
1416,5513,IPO轮,2017-09-27
1416,5605,新三板定增,2016-07-11
1416,7416,IPO轮,2016-09-27
1417,12141,新三板定增,2016-08-09
1418,11222,IPO轮,2016-05-03
1419,5906,A轮,2015-10-01
1420,6422,新三板定增,2016-11-24
1421,14673,B轮,2015-11-01
1421,10298,A轮,2017-09-07
1421,11445,A轮,2018-06-26
1422,5620,B轮,2011-11-29
1423,6133,,2018-09-13
1423,10764,B+轮,2019-08-19
1424,12472,B轮,2018-11-14
1425,10763,B轮,2016-08-15
1426,15423,IPO轮,2016-02-27
1427,5847,A轮,2015-12-23
1427,11929,A轮,2015-12-30
1428,6159,新三板定增,2018-06-26
1428,6159,C轮,2015-11-03
1428,6159,C轮,2015-11-03
1429,5922,A轮,2010-03-30
1430,5785,A轮,2014-12-30
1431,5872,A轮,2015-12-25
1432,11635,B轮,2011-12-26
1433,5950,新三板定增,2017-09-22
1434,14865,新三板定增,2018-01-04
1434,15421,A轮,2016-03-01
1435,6700,B轮,2017-12-05
1436,5468,,2009-12-16
1436,5468,,2009-12-16
1437,5864,D轮,2018-09-19
1438,15079,A轮,2019-07-10
1438,15079,A轮,2019-07-10
1439,6032,上市定增,2017-11-20
1439,5513,上市定增,2017-09-28
1439,14795,上市定增,2017-11-03
1439,10275,上市定增,2017-09-25
1440,8266,天使轮,2016-12-29
1441,6470,新三板定增,2016-12-21
1442,5589,新三板定增,2016-04-18
1443,11320,新三板定增,2017-04-26
1444,6271,,2018-04-16
1445,6009,B轮,2018-08-02
1445,10379,A轮,2019-05-10
1445,6009,B+轮,2018-08-02
1445,10379,A轮,2019-05-10
1445,6128,A轮,2011-07-27
1446,5713,新三板定增,2017-01-26
1447,6664,新三板定增,2016-02-23
1447,6676,新三板定增,2016-01-25
1447,11163,新三板定增,2016-03-03
1447,5589,新三板定增,2016-04-18
1447,15428,新三板定增,2016-02-04
1448,14900,新三板定增,2017-07-19
1449,5411,天使轮,2015-10-01
1450,11939,新三板定增,2018-03-12
1451,11966,新三板定增,2017-12-11
1452,6686,B轮,2018-08-22
1453,5633,C轮,2012-12-24
1454,6703,B轮,2019-10-28
1455,5368,,2017-11-21
1455,5797,A轮,2016-08-03
1456,11943,IPO轮,2018-02-28
1457,5971,B轮,2015-10-09
1458,11452,B轮,2019-09-26
1459,11828,新三板定增,2017-10-27
1460,11790,A轮,2016-08-09
1461,5436,新三板定增,2017-07-19
1462,5399,C轮,2015-09-10
1463,5860,C轮,2015-12-11
1464,5881,A轮,2015-11-17
1465,11277,新三板定增,2017-07-04
1466,6004,新三板定增,2017-12-15
1467,6223,天使轮,2001-07-30
1468,5618,新三板定增,2016-08-10
1468,5617,新三板定增,2016-03-04
1468,6676,新三板定增,2016-01-25
1468,11361,新三板定增,2017-03-22
1468,15199,新三板定增,2016-07-06
1468,10277,新三板定增,2016-05-10
1468,15415,新三板定增,2016-04-08
1468,11280,新三板定增,2016-04-07
1468,10938,新三板定增,2016-03-30
1468,15428,新三板定增,2016-02-04
1469,5685,上市定增,2012-07-05
1469,5685,上市定增,2012-07-05
1470,6145,B轮,2018-07-30
1471,6283,新三板定增,2018-03-15
1472,6072,天使轮,2013-01-01
1473,11869,,2018-08-24
1473,11869,PRE-A轮,2018-08-01
1474,5734,C轮,2017-07-26
1475,6076,新三板定增,2017-08-09
1476,15433,新三板定增,2016-01-28
1477,11810,上市定增,2017-12-28
1478,11324,A轮,2017-07-29
1479,7050,IPO轮,2018-08-01
1480,6701,A轮,2018-03-20
1481,6364,IPO轮,2017-07-21
1482,5346,A+轮,2019-08-03
1483,10299,A轮,2017-09-14
1484,5548,D轮,2010-05-31
1484,5613,C轮,2011-07-18
1484,5548,D轮,2010-05-31
1484,5613,C轮,2011-07-18
1484,15150,A轮,2012-05-29
1485,11827,上市定增,2017-11-02
1486,5685,上市定增,2012-07-05
1486,5685,上市定增,2012-07-05
1486,5513,上市定增,2017-09-28
1486,14795,上市定增,2017-11-03
1487,6030,新三板定增,2017-11-22
1487,15198,新三板定增,2017-12-15
1488,6415,新三板定增,2017-03-23
1489,5438,A轮,2008-09-01
1489,5438,A轮,2008-09-01
1489,11670,A轮,2011-09-19
1489,5438,天使轮,2008-09-04
1490,5410,B+轮,2019-03-26
1491,12022,A轮,2017-05-11
1492,10745,C+轮,2019-05-29
1493,11960,B轮,2017-12-31
1493,5385,A轮,2019-05-06
1494,5332,上市定增,2019-09-11
1494,5332,上市定增,2019-09-11
1495,5753,上市定增,2011-11-24
1495,11766,上市定增,2010-06-29
1495,10331,上市定增,2011-01-28
1496,11981,新三板定增,2017-09-04
1497,5469,IPO轮,2016-02-02
1497,6672,IPO轮,2016-01-27
1497,11806,IPO轮,2016-09-23
1497,5745,IPO轮,2016-08-19
1497,5509,IPO轮,2016-06-22
1497,11342,IPO轮,2016-06-09
1497,7039,IPO轮,2017-05-24
1498,5591,A轮,2011-11-15
1498,5591,A轮,2011-11-15
1498,5591,A轮,2011-11-15
1498,5591,A轮,2011-11-15
1498,5591,A轮,2011-11-15
1498,5591,A轮,2011-11-15
1498,5591,B轮,2013-06-13
1498,11949,B轮,2012-03-30
1498,11949,D轮,2015-11-26
1498,11949,D轮,2015-11-26
1499,5617,新三板定增,2016-03-04
1500,5592,A轮,2011-11-02
1500,5592,A轮,2011-11-02
1500,15106,A轮,2009-12-17
1501,6567,IPO轮,2016-07-22
1502,6690,天使轮,2015-10-20
1502,6690,天使轮,2015-09-07
1503,5923,C轮,2017-07-06
1504,11789,B轮,2017-09-29
1505,5701,A轮,2010-12-02
1505,5701,B轮,2011-07-18
1505,11260,B轮,2012-07-27
1506,6580,IPO轮,2016-06-22
1506,5469,IPO轮,2016-02-02
1507,6143,B轮,2018-07-18
1508,15358,A轮,2016-10-10
1509,6587,天使轮,2015-10-15
1510,11322,新三板定增,2016-10-17
1511,12074,IPO轮,2017-01-13
1512,6135,上市定增,2018-09-03
1513,6071,B轮,2014-12-18
1514,5726,A轮,2013-11-30
1514,6483,B轮,2016-12-01
1514,5615,天使轮,2010-01-01
1515,5843,A+轮,2015-12-24
1516,11573,IPO轮,2018-04-12
1517,5905,A轮,2015-10-01
1518,5937,新三板定增,2017-10-25
1519,6951,IPO轮,2016-07-07
1520,7121,A轮,2010-12-30
1521,11843,A轮,2017-08-30
1522,6091,B轮,2019-07-29
1522,5903,C轮,2019-01-07
1523,6063,新三板定增,2017-09-06
1524,11811,新三板定增,2017-09-05
1525,5582,新三板定增,2014-12-22
1526,5941,C轮,2017-10-31
1526,5423,B+轮,2018-10-08
1526,5952,C轮,2018-12-19
1526,12425,上市定增,2017-12-22
1526,5423,B轮,2018-10-08
1527,11638,IPO轮,2016-11-18
1527,5497,IPO轮,2016-09-10
1527,11342,IPO轮,2016-06-09
1527,7039,IPO轮,2017-05-24
1528,11561,PRE-A轮,2019-09-24
1529,6951,IPO轮,2016-07-07
1530,6615,A轮,2016-05-03
1531,11943,IPO轮,2018-02-28
1532,11806,IPO轮,2016-09-23
1532,12120,IPO轮,2016-09-01
1532,14407,IPO轮,2016-10-28
1533,6635,天使轮,2016-04-11
1534,5581,新三板定增,2016-12-16
1535,11280,新三板定增,2016-04-07
1536,6191,C轮,2019-03-28
1537,12178,新三板定增,2016-05-13
1538,6274,B+轮,2018-04-10
1538,11817,新三板定增,2017-12-13
1539,5775,C轮,2018-03-22
1540,12014,B轮,2017-06-05
1541,5517,B轮,2010-12-06
1541,5517,B轮,2010-12-06
1541,11644,A轮,2010-03-22
1542,5841,上市定增,2015-12-28
1543,6065,B轮,2018-12-29
1544,6485,新三板定增,2016-11-30
1545,6145,新三板定增,2017-11-02
1546,5407,A轮,2015-10-23
1546,11748,,2014-10-01
1547,5793,A轮,2015-09-15
1547,11846,天使轮,2017-08-04
1548,5970,B轮,2018-03-09
1549,5522,C轮,2010-11-05
1549,5522,C轮,2010-11-05
1549,11599,D轮,2008-11-01
1549,5563,B轮,2012-01-01
1549,5553,C轮,2008-09-01
1549,5553,D轮,2009-12-01
1549,15124,D轮,2010-05-01
1549,5682,A轮,2012-02-08
1551,5331,B轮,2019-09-17
1551,5657,A轮,2012-12-01
1551,5331,B轮,2019-09-17
1551,5657,A轮,2012-12-01
1551,5821,A轮,2014-08-28
